Account_ID,Company,Coverage Type,State,Zip Code,3 digit Zip,Species,Age,Breed,Billing,Gender,Deductible,Reimbursement,Annual Limit,Multipolicies,Multipet2,Multipet3,Military,LM Price,Safeco Price,Priority Code
786055,LM,Accident & Illness,CA,90025,900,Dog,1,Labrador Retriever,Monthly,Female,1000,0.8,10000,false,false,false,false,41.79,,
786128,LM,Accident & Illness,CO,80922,809,Dog,2,American Staffordshire Terrier,Monthly,Male,500,0.8,10000,false,false,false,false,56.62,,
786173,LM,Accident & Illness,PA,15474,All,Dog,2,Newfoundland,Monthly,Male,500,0.9,15000,true,true,false,false,57.42,,
786174,LM,Accident & Illness,PA,15474,All,Dog,5,Newfoundland,Monthly,Male,500,0.9,15000,true,true,false,false,69.35,,
786183,LM,Accident & Illness,CA,94131,941,Cat,11,Bengal,Monthly,Male,500,0.9,10000,false,false,false,false,55.71,,Perkspot
786235,LM,Accident & Illness & Wellness,CA,92064,920,Cat,1,Ragdoll,Monthly,Male,250,1,15000,true,true,false,false,59.29,,PDLIBERTY
786236,LM,Accident & Illness & Wellness,CA,92064,920,Cat,1,Ragdoll,Monthly,Male,250,1,15000,true,true,false,false,59.29,,PDLIBERTY
786328,LM,Accident Only,MT,59102,All,Dog,3,Mixed Breed,Monthly,Male,500,0.8,10000,false,false,false,false,17.99,,
786378,LM,Accident & Illness,NH,03051,All,Cat,3,Maine Coon,Monthly,Female,500,0.8,10000,true,false,false,false,21.11,,
786388,LM,Accident Only,WA,99203,992,Dog,2,Newfoundland,Monthly,Female,500,0.8,10000,false,true,false,true,48.52,,Passport
786389,LM,Accident Only,WA,99203,992,Dog,3,Mixed (X Large 111 or Greater) X,Monthly,Female,500,0.8,10000,false,true,false,true,34.25,,Passport
786413,LM,Accident & Illness,MD,21811,218,Dog,4,Mixed Breed,Monthly,Male,500,0.8,10000,true,true,false,false,40.75,,
786414,LM,Accident & Illness,MD,21811,218,Dog,3,Mixed Breed,Monthly,Female,500,0.8,10000,true,true,false,false,38.81,,
786554,LM,Accident & Illness & Wellness,MD,21160,211,Dog,1,Labradoodle,Monthly,Female,250,1,10000,false,false,false,false,89.9,,Fond
786607,LM,Accident Only,FL,32804,328,Dog,2,Mixed (Medium 31-50 Lbs.),Monthly,0,500,0.8,10000,false,false,false,false,7.73,,Fond
786634,LM,Accident Only,NH,03054,All,Dog,1,Mixed Breed,Monthly,Male,500,0.8,10000,false,false,false,false,17.99,,
786726,LM,Accident Only,RI,02838,All,Dog,3,Labrador Retriever,Monthly,Female,250,0.8,10000,true,false,false,false,19.36,,
786761,LM,Accident Only,WA,98409,984,Dog,2,Pitbull,Monthly,Male,250,0.9,15000,false,true,false,false,64.93,,
786762,LM,Accident Only,WA,98409,984,Cat,3,Korat,Monthly,Female,250,0.9,10000,false,true,false,false,37.76,,
786764,LM,Accident & Illness & Wellness,TX,75078,750,Dog,1,"Bulldog, French",Monthly,Male,500,0.9,10000,false,false,false,false,79.92,,Fond
786814,LM,Accident & Illness & Wellness,VA,23875,238,Dog,1,Bichon Frise,Monthly,Male,500,0.8,10000,false,false,false,false,75.42,,
786874,LM,Accident & Illness & Wellness,TX,76549,765,Dog,8,Mixed Breed,Monthly,Male,250,1,5000,false,true,false,true,75.89,,
786919,LM,Accident & Illness,MD,21054,210,Dog,11,Morkie,Monthly,Female,500,0.8,10000,false,false,false,false,65.16,,
786921,LM,Accident & Illness & Wellness,OR,97007,970,Dog,1,Mixed Breed,Monthly,Male,500,1,10000,false,true,false,false,76.52,,WORKINGADVANTAGE
787156,LM,Accident Only,MO,63028,All,Dog,5,"Bulldog, English",Monthly,Male,250,0.9,10000,true,true,false,false,22.64,,
787157,LM,Accident Only,MO,63028,All,Dog,4,"Bulldog, English",Monthly,Female,250,0.9,10000,true,true,false,false,22.64,,
787161,LM,Accident Only,WA,98034,980,Cat,6,Domestic Shorthair,Monthly,Male,500,0.9,10000,false,true,false,false,24.57,,Passport
787162,LM,Accident Only,WA,98034,980,Cat,6,Domestic Shorthair,Monthly,Female,500,0.9,10000,false,true,false,false,24.57,,Passport
787168,LM,Accident & Illness & Wellness,LA,70094,700,Dog,1,Golden Retriever,Monthly,Female,250,0.8,10000,false,true,false,false,76.55,,
787169,LM,Accident & Illness & Wellness,LA,70094,700,Dog,1,Yorkshire Terrier,Monthly,Female,250,0.8,10000,false,true,false,false,73.59,,
787238,LM,Accident & Illness,MN,55318,553,Dog,1,Pomeranian,Monthly,Female,500,0.9,10000,false,false,false,false,43.08,,
787435,LM,Accident Only,FL,34293,342,Dog,5,Boston Terrier,Monthly,Male,250,0.9,15000,false,false,false,false,78.82,,
787436,LM,Accident & Illness,MN,55438,554,Cat,6,Ragdoll,Monthly,Male,500,0.8,15000,false,true,false,false,22.81,,
787437,LM,Accident & Illness,MN,55438,554,Cat,6,Ragdoll,Monthly,Male,500,0.8,15000,false,true,false,false,22.81,,
787525,LM,Accident & Illness & Wellness,CA,95648,956,Dog,1,Goldendoodle,Monthly,Female,500,0.8,10000,false,false,false,false,91.21,,
787527,LM,Accident Only,WA,98664,986,Dog,1,Bulldog - French,Monthly,Male,500,0.8,10000,false,false,false,false,104.2,,Perkspot
787546,LM,Accident & Illness,MI,48104,481,Cat,2,Domestic Long-Haired,Monthly,Male,250,0.9,10000,true,false,false,false,34.2,,
787623,LM,Accident & Illness & Wellness,PA,19144,All,Cat,2,Tabby,Monthly,Female,250,0.9,10000,false,false,false,false,53.05,,LMLIFEMART
787681,LM,Accident Only,WA,98107,981,Dog,2,American Pitbull Terrier,Monthly,Female,250,0.9,15000,false,false,false,false,95.29,,Passport
787685,LM,Accident & Illness & Wellness,MA,01501,All,Dog,7,Golden Retriever,Monthly,Female,500,0.8,15000,false,false,false,false,91.3,,BENEPLACE
787716,LM,Accident & Illness,IL,60302,603,Dog,1,"Bulldog, English",Monthly,Male,1000,0.9,15000,true,false,false,false,50.08,,
787742,LM,Accident Only,WA,99224,992,Dog,1,Mixed (Large 51-110 Lbs.) X,Monthly,Male,500,0.9,10000,true,false,false,false,56.98,,
787786,LM,Accident & Illness,IL,60153,601,Dog,1,Doberman Pinscher,Monthly,Male,500,0.9,10000,false,false,false,false,61.82,,
787799,LM,Accident & Illness,MD,20716,207,Dog,4,Border Collie,Monthly,0,250,0.9,10000,true,false,false,false,63.2,,
787944,LM,Accident & Illness & Wellness,CA,92801,928,Dog,2,Irish Terrier,Monthly,Male,500,0.7,5000,false,false,false,false,71.68,,
788070,LM,Accident & Illness & Wellness,IN,46013,All,Dog,1,Australian Cattle Dog,Monthly,Female,500,0.8,10000,false,false,false,false,67.87,,TICKETSATWORK
788109,LM,Accident & Illness,PA,19146,All,Dog,1,Mixed Breed,Monthly,Male,250,0.9,15000,true,false,false,false,55.88,,BENEPLACE
788117,LM,Accident & Illness,PA,19125,All,Cat,9,Domestic Short-Haired,Monthly,Male,250,0.8,5000,false,true,false,false,37.41,,PDLIBERTY
788118,LM,Accident & Illness,PA,19125,All,Cat,11,Domestic Short-Haired,Monthly,Male,250,0.8,5000,false,true,false,false,44.88,,PDLIBERTY
788249,LM,Accident & Illness,MN,55438,554,Cat,5,Persian,Monthly,Female,500,0.8,15000,true,true,false,false,18.9,,
788313,LM,Accident Only,FL,34683,346,Dog,1,French Bulldog,Monthly,Male,250,0.9,15000,false,false,false,false,125.71,,
788354,LM,Accident & Illness,TX,77003,770,Dog,6,Greyhound,Monthly,Male,1000,0.7,10000,true,false,false,false,35.87,,
788374,LM,Accident Only,CA,92629,926,Dog,2,Chinese Crested,Monthly,Male,250,0.9,5000,false,false,false,false,31.22,,LMLIFEMART
788457,LM,Accident Only,CA,92335,923,Dog,4,"Bulldog, English",Monthly,Male,250,0.7,5000,false,false,false,false,16.58,,LMBENEFITHUB
788463,LM,Accident & Illness & Wellness,CA,95833,958,Dog,11,Mixed Breed,Monthly,Male,500,0.8,10000,false,false,false,false,120.16,,
788464,LM,Accident & Illness & Wellness,VT,05663,All,Cat,12,Domestic Short-Haired,Monthly,Male,250,0.9,15000,true,false,false,false,76.73,,
788494,LM,Accident & Illness,TX,78659,786,Dog,3,Labrador Retriever,Monthly,Male,1000,0.8,10000,true,false,false,false,23.87,,
788523,LM,Accident & Illness,TX,78249,782,Cat,6,American Short-Haired,Monthly,Male,500,0.8,5000,false,false,false,false,19.6,,
788553,LM,Accident Only,FL,33545,335,Dog,3,Weimaraner,Monthly,Male,250,0.8,10000,false,false,false,false,38.18,,
788607,LM,Accident & Illness,WV,26501,All,Cat,5,Domestic Short-Haired,Monthly,Male,500,1,10000,false,true,false,false,26.59,,BENEPLACE
788657,LM,Accident Only,FL,32571,325,Dog,3,Siberian Husky,Monthly,Male,250,0.9,15000,false,false,false,false,72.17,,
788732,LM,Accident & Illness & Wellness,MI,48233,482,Dog,11,Mixed Breed,Monthly,Female,1000,0.8,10000,false,false,false,false,84.45,,Perkspot
788770,LM,Accident Only,MO,63026,All,Dog,14,Beagle,Monthly,0,500,0.8,10000,true,false,false,false,17.09,,
788784,LM,Accident & Illness & Wellness,MA,02048,All,Cat,3,Mixed Breed,Monthly,Female,500,0.8,10000,true,false,false,false,56.01,,
788814,LM,Accident Only,FL,33578,335,Dog,3,American Eskimo-Miniature,Monthly,Female,500,0.8,10000,false,false,false,false,25.26,,
788820,LM,Accident Only,CA,90230,902,Dog,21,Mixed Breed,Monthly,Male,500,0.8,10000,false,false,false,false,26.3,,
789026,LM,Accident Only,NV,89119,891,Dog,14,Miniature Pinscher,Monthly,Male,250,0.9,15000,false,false,false,false,32.64,,
789041,LM,Accident & Illness & Wellness,PA,19029,All,Dog,2,Maltese,Monthly,Female,1000,1,15000,false,false,false,true,63.46,,
789055,LM,Accident & Illness,TX,78642,786,Dog,1,Mixed Breed,Monthly,Male,250,0.9,10000,false,true,false,false,38.51,,Fond
789056,LM,Accident & Illness,TX,78642,786,Dog,1,Mixed Breed,Monthly,Female,250,0.9,10000,false,true,false,false,38.51,,Fond
789075,LM,Accident Only,TX,79382,793,Dog,2,Goldendoodle,Monthly,Female,500,0.8,15000,false,false,false,false,21.23,,
789160,LM,Accident & Illness & Wellness,MD,20721,207,Dog,2,Bullmastiff,Monthly,Female,250,0.8,10000,true,false,false,false,98.24,,
789174,LM,Accident & Illness & Wellness,MA,01915,All,Dog,1,Golden Retriever,Monthly,Male,250,0.9,15000,false,false,false,false,115.09,,
789192,LM,Accident Only,WA,98055,980,Cat,2,Mixed- Short Hair,Monthly,Male,500,0.8,10000,false,false,false,false,18.08,,
789193,LM,Accident & Illness & Wellness,VT,05489,All,Dog,1,Goldendoodle,Monthly,Male,500,0.9,5000,false,false,false,false,70.09,,LMLIFEMART
789285,LM,Accident & Illness & Wellness,IN,46229,All,Dog,4,Miniature Pinscher,Monthly,Female,500,0.8,10000,false,true,false,false,77.33,,
789308,LM,Accident & Illness & Wellness,TX,78573,785,Dog,6,Boxer,Monthly,Female,500,0.8,10000,true,false,false,false,78.56,,Perkspot
789322,LM,Accident Only,CA,93033,930,Dog,2,"Poodle, Miniature",Monthly,Male,500,0.8,10000,false,false,false,false,26.3,,
789385,LM,Accident & Illness & Wellness,DE,19802,All,Dog,1,Mixed Breed,Monthly,Male,500,0.7,5000,false,false,false,false,75.76,,LMLIFEMART
789447,LM,Accident & Illness & Wellness,IN,46229,All,Dog,3,Miniature Pinscher,Monthly,Female,1000,1,15000,false,true,false,false,67.76,,
789476,LM,Accident & Illness,VA,23661,236,Dog,2,Jack Russell Terrier,Monthly,Male,500,0.8,10000,false,false,false,false,40.67,,
789579,LM,Accident & Illness,CA,92583,925,Cat,10,Domestic Medium-Hair,Monthly,Male,250,0.7,5000,false,false,false,false,35.85,,
789633,LM,Accident Only,MA,01944,All,Cat,21,Domestic Short-Haired,Monthly,Male,250,0.7,15000,true,false,false,false,10.92,,
789647,LM,Accident Only,FL,32140,321,Dog,12,Maltese,Monthly,Female,500,0.8,10000,false,true,false,false,64.01,,
789648,LM,Accident Only,FL,32140,321,Dog,8,Maltese,Monthly,Male,500,0.8,10000,false,true,false,false,51.68,,
789739,LM,Accident Only,CA,92705,927,Dog,6,Mixed Breed,Monthly,Male,500,0.8,10000,false,false,false,false,19.19,,
789810,LM,Accident & Illness,CA,90222,902,Dog,1,"Bulldog, French",Monthly,Male,250,0.8,10000,false,false,false,false,60.14,,
789858,LM,Accident Only,TX,78230,782,Dog,2,"Poodle, Miniature",Monthly,Male,250,0.9,10000,false,false,false,false,20.82,,
789877,LM,Accident Only,WA,98569,985,Dog,3,Chihuahua-Long-Haired,Monthly,Male,500,0.8,10000,false,false,false,false,38.06,,
789921,LM,Accident & Illness,MN,55102,551,Cat,3,American Short-Haired,Monthly,Female,250,0.9,15000,true,false,false,false,28.39,,
789933,LM,Accident & Illness & Wellness,MA,02301,All,Dog,1,Pomeranian,Monthly,Male,500,0.8,10000,false,false,false,false,85.77,,
789964,LM,Accident Only,CA,95971,959,Cat,3,Mixed Breed,Monthly,Male,500,0.8,10000,false,false,false,false,10.99,,
789992,LM,Accident Only,FL,33629,336,Dog,1,Labrador Retriever,Monthly,Male,500,0.8,10000,false,false,false,false,35.92,,LMBENEFITHUB
789993,LM,Accident Only,NC,27614,All,Dog,2,Labrador Retriever,Monthly,Male,500,0.8,10000,false,false,false,false,26.33,,
789994,LM,Accident Only,FL,32043,320,Dog,1,Dogue De Bordeaux,Monthly,Male,250,0.9,15000,false,false,false,false,54.06,,
789999,LM,Accident & Illness & Wellness,ME,04083,All,Dog,2,Mixed Breed,Monthly,Male,250,0.8,10000,true,false,false,false,69.31,,
790010,LM,Accident Only,VT,05452,All,Dog,1,"Bulldog, French",Monthly,Male,250,0.8,10000,false,false,false,false,22.65,,
790075,LM,Accident & Illness & Wellness,TX,78660,786,Dog,1,Maltipoo,Monthly,Male,250,0.9,10000,true,false,false,false,71.36,,Passport
790095,LM,Accident & Illness,CO,81650,816,Dog,1,"Bulldog, French",Monthly,Male,500,1,10000,false,false,false,false,57.77,,
790138,LM,Accident Only,UT,84655,All,Dog,14,Morkie,Monthly,Male,500,0.8,10000,false,true,false,false,22.05,,
790139,LM,Accident Only,UT,84655,All,Dog,6,Morkie,Monthly,Female,250,0.7,5000,false,true,false,false,21.18,,
790166,LM,Accident & Illness & Wellness,PA,19003,All,Dog,6,German Shepherd Dog,Monthly,Female,500,0.9,5000,true,false,false,false,83.97,,
790208,LM,Accident & Illness,OR,97023,970,Dog,1,Mixed Breed,Monthly,Male,500,0.7,10000,false,false,false,false,56.32,,
790253,LM,Accident & Illness,PA,17601,All,Cat,11,Siberian,Monthly,Male,250,0.9,15000,true,false,false,false,56.57,,
790256,LM,Accident & Illness,CA,94541,945,Dog,1,"Bulldog, French",Monthly,Female,500,0.8,10000,false,true,false,true,58.4,,
790274,LM,Accident Only,TX,78664,786,Dog,10,Pomeranian,Monthly,Female,250,0.7,5000,false,false,false,true,13.88,,
790308,LM,Accident & Illness,IN,46530,All,Dog,4,Mixed Breed,Monthly,Male,250,0.9,15000,true,false,false,false,57.84,,
790323,LM,Accident & Illness & Wellness,NM,87121,871,Dog,4,Boston Terrier,Monthly,Male,500,0.8,5000,false,false,false,false,89.7,,PDLIBERTY
790343,LM,Accident Only,FL,32641,326,Dog,6,Jack Russell Terrier,Monthly,Female,1000,0.7,10000,false,false,false,false,53.09,,
790381,LM,Accident & Illness & Wellness,MA,02459,All,Dog,1,Labrador Retriever,Monthly,Male,500,0.8,10000,true,false,false,true,75.05,,
790456,LM,Accident Only,GA,30102,301,Dog,11,Mixed Breed,Monthly,Male,500,0.8,10000,false,true,false,false,18.98,,
790457,LM,Accident Only,GA,30102,301,Cat,13,Tabby,Monthly,Male,500,0.8,10000,false,true,false,false,8.72,,
790458,LM,Accident Only,GA,30102,301,Cat,9,Mixed Breed,Monthly,Female,500,0.8,10000,false,true,false,false,8.72,,
790459,LM,Accident & Illness,GA,30102,301,Dog,1,Dachshund,Monthly,Female,250,0.9,10000,false,true,false,false,58.56,,
790746,LM,Accident & Illness & Wellness,PA,15214,All,Dog,1,Mixed Breed,Monthly,Female,1000,0.7,5000,true,false,false,false,56.5,,
790751,LM,Accident & Illness & Wellness,NH,03833,All,Dog,5,Labrador Retriever,Monthly,Male,1000,0.9,5000,false,true,false,false,55.07,,
790752,LM,Accident & Illness & Wellness,NH,03833,All,Dog,5,Labrador Retriever,Monthly,Male,1000,0.9,5000,false,true,false,false,55.07,,
790769,LM,Accident Only,MA,01029,All,Dog,2,Mixed Breed,Monthly,Male,250,0.9,5000,false,false,false,false,27.81,,
790823,LM,Accident & Illness,MO,63301,All,Dog,3,Dogue De Bordeaux,Monthly,Male,1000,0.8,15000,false,false,false,false,39.03,,BENEPLACE
790857,LM,Accident & Illness,CA,94536,945,Dog,2,Siberian Husky,Monthly,Female,500,0.8,15000,false,false,false,false,61.99,,
790866,LM,Accident Only,CA,96001,960,Cat,6,Siamese,Monthly,Female,500,0.8,10000,false,false,false,false,10.99,,
790882,LM,Accident & Illness,CO,80104,801,Dog,2,Shih Tzu,Monthly,Male,500,0.8,10000,false,false,false,true,45.67,,nteu
790895,LM,Accident & Illness,WI,54913,549,Cat,5,Siamese,Monthly,Male,500,1,5000,false,true,false,false,28.66,,
790896,LM,Accident & Illness,WI,54913,549,Cat,6,Siamese,Monthly,Male,500,1,5000,false,true,false,false,30.72,,
790934,LM,Accident & Illness,MA,02128,All,Dog,2,Golden Retriever,Monthly,Female,1000,0.7,5000,true,false,false,false,25.71,,WORKINGADVANTAGE
790986,LM,Accident Only,FL,34743,347,Dog,3,Miniature Pinscher,Monthly,Male,250,0.9,15000,false,false,false,false,40.21,,
791013,LM,Accident Only,FL,32448,324,Dog,5,Schnauzer-Miniature,Monthly,Male,500,0.7,5000,false,false,false,false,34.45,,
791052,LM,Accident & Illness & Wellness,CA,94103,941,Dog,1,Siberian Husky,Monthly,Male,500,0.9,15000,false,false,false,false,95.11,,Fond
791076,LM,Accident & Illness & Wellness,AZ,85307,All,Cat,2,Mixed Breed,Monthly,Male,500,0.8,10000,false,true,false,false,54.78,,
791077,LM,Accident & Illness & Wellness,AZ,85307,All,Cat,4,Mixed Breed,Monthly,Female,500,0.8,10000,false,true,false,false,55.91,,
791080,LM,Accident & Illness,NC,28210,All,Dog,9,Shih Tzu,Monthly,Male,250,0.9,10000,true,false,false,true,78.53,,
791101,LM,Accident & Illness,NH,03842,All,Cat,1,Domestic Short-Haired,Monthly,Male,500,0.8,10000,true,true,false,false,17.02,,PDLIBERTY
791102,LM,Accident & Illness,NH,03842,All,Cat,3,Domestic Short-Haired,Monthly,Female,500,0.8,10000,true,true,false,false,17.78,,PDLIBERTY
791150,LM,Accident Only,FL,33770,337,Dog,9,Mixed (Large 51-110 Lbs.),Monthly,Male,500,0.8,10000,false,false,false,false,82.52,,LMLIFEMART
791187,LM,Accident Only,OH,45810,All,Cat,1,American Short-Haired,Monthly,Male,500,0.8,10000,false,false,false,false,10.31,,
791333,LM,Accident & Illness,IL,60123,601,Dog,1,Mixed Breed,Monthly,Female,500,0.8,10000,false,false,false,false,43.23,,BENEPLACE
791338,LM,Accident & Illness,LA,70117,701,Dog,3,Labradoodle,Monthly,Female,500,0.8,10000,false,false,false,false,35.19,,BENEPLACE
791370,LM,Accident & Illness & Wellness,CO,80013,800,Dog,1,Great Dane,Monthly,Female,250,0.9,5000,false,false,false,false,111.62,,BENEPLACE
791374,LM,Accident & Illness,CA,92869,928,Cat,4,Russian Blue,Monthly,Male,500,1,10000,false,true,false,false,20.61,,BENEPLACE
791426,LM,Accident Only,FL,32127,321,Dog,10,Mixed (Toy 0-10 Lbs),Monthly,Female,250,0.8,5000,false,false,false,true,69.84,,BENEPLACE
791430,LM,Accident & Illness & Wellness,PA,19001,All,Cat,10,Tabby,Monthly,Male,500,0.8,10000,false,true,false,false,57.28,,BENEPLACE
791431,LM,Accident & Illness & Wellness,PA,19001,All,Cat,4,Domestic Short-Haired,Monthly,Female,500,0.9,10000,false,true,false,false,47.96,,BENEPLACE
791628,LM,Accident & Illness & Wellness,TX,78620,786,Dog,1,"Bulldog, French",Monthly,Male,250,0.9,15000,true,false,false,false,84.2,,
791656,LM,Accident & Illness,GA,30168,301,Dog,1,Cane Corso,Monthly,Female,500,0.8,10000,false,false,false,true,58.86,,
791677,LM,Accident & Illness,PA,19020,All,Cat,1,Mixed Breed,Monthly,Female,250,0.8,10000,false,false,false,false,28.81,,
791691,LM,Accident & Illness & Wellness,LA,70121,701,Dog,8,Labrador Retriever,Monthly,Male,500,0.9,10000,false,false,false,false,74.11,,BENEPLACE
791701,LM,Accident & Illness,MA,02780,All,Dog,8,Chihuahua,Monthly,Female,250,0.9,10000,true,false,false,false,82.52,,
791706,LM,Accident & Illness,TN,37055,370,Dog,8,Mixed Breed,Monthly,Male,250,0.9,15000,false,false,false,false,78.53,,LMBENEFITHUB
791708,LM,Accident & Illness & Wellness,NC,27408,All,Dog,9,Chihuahua,Monthly,Female,250,0.8,5000,true,true,false,false,99.63,,
791709,LM,Accident & Illness & Wellness,NC,27408,All,Dog,2,Chihuahua,Monthly,Female,500,0.8,10000,true,true,false,false,78.61,,
791758,LM,Accident & Illness,TX,78751,787,Dog,2,Mixed Breed,Monthly,Male,500,0.8,10000,true,false,false,false,30.44,,
791797,LM,Accident & Illness,TN,37135,371,Dog,3,Greyhound,Monthly,Male,500,1,10000,false,true,false,false,45.99,,LMBENEFITHUB
791929,LM,Accident Only,CO,80020,800,Dog,2,Golden Retriever,Monthly,Male,500,0.8,10000,false,true,false,false,19.73,,BENEPLACE
791930,LM,Accident Only,CO,80020,800,Dog,1,Golden Retriever,Monthly,Female,500,0.8,10000,false,true,false,false,19.73,,BENEPLACE
791954,LM,Accident Only,MO,64801,All,Cat,10,Tabby,Monthly,Female,500,0.8,10000,true,true,false,false,7.45,,
791955,LM,Accident Only,MO,64801,All,Dog,3,Mixed Breed,Monthly,Male,500,0.8,10000,true,true,false,false,16.19,,
791957,LM,Accident Only,FL,34103,341,Dog,1,Pomeranian,Monthly,Male,250,0.9,15000,false,false,false,false,18.78,,
792014,LM,Accident Only,GA,30106,301,Dog,4,Yorkipoo,Monthly,Male,250,0.7,5000,false,false,false,false,20.25,,
792039,LM,Accident & Illness,ME,04072,All,Cat,7,Domestic Short-Haired,Monthly,Male,500,0.8,10000,true,false,false,false,24.22,,
792075,LM,Accident Only,FL,32792,327,Dog,11,Cockapoo,Monthly,Male,500,1,15000,false,true,false,false,81.89,,
792098,LM,Accident & Illness,MD,21122,211,Dog,1,Labrador Retriever,Monthly,Male,250,0.9,15000,true,false,false,false,52.94,,BENEPLACE
792172,LM,Accident Only,DE,19720,All,Dog,10,Jack Russell Terrier,Monthly,Female,500,0.8,10000,true,false,false,false,21.54,,
792179,LM,Accident Only,FL,34748,347,Dog,3,Old English Sheepdog,Monthly,Male,250,0.8,15000,false,false,false,true,59.23,,
792199,LM,Accident & Illness & Wellness,TX,76504,765,Dog,1,Staffordshire Bull Terrier,Monthly,Male,250,0.9,5000,false,false,false,true,61.43,,BENEPLACE
792239,LM,Accident & Illness,AL,36877,All,Dog,6,Cavalier King Charles Spaniel,Monthly,Female,500,0.8,10000,false,false,false,false,60.62,,
792306,LM,Accident & Illness,TX,78723,787,Dog,2,Labrador Mix,Monthly,Female,500,0.8,10000,true,false,false,false,32.65,,
792355,LM,Accident & Illness,UT,84088,All,Dog,1,Wirehaired Pointing Griffon,Monthly,Female,500,0.8,10000,false,true,false,false,44.68,,BENEPLACE
792356,LM,Accident & Illness,UT,84088,All,Dog,4,Yorkipoo,Monthly,Male,500,0.8,10000,false,true,false,false,48.77,,BENEPLACE
792382,LM,Accident & Illness & Wellness,MA,02301,All,Dog,9,Shih Tzu,Monthly,Female,500,0.8,10000,false,false,false,false,97.05,,
792416,LM,Accident Only,FL,33594,335,Dog,3,English Bulldog,Monthly,Female,250,0.9,15000,false,false,false,false,78.3,,
792455,LM,Accident Only,IL,60621,606,Dog,1,Bull Terrier,Monthly,Female,500,1,5000,false,false,false,false,18.75,,
792472,LM,Accident Only,CA,94547,945,Dog,14,Chihuahua,Monthly,Male,250,0.8,5000,false,false,false,false,23.99,,BENEPLACE
792486,LM,Accident & Illness & Wellness,PA,19428,All,Dog,2,Bernese Mountain Dog,Monthly,Male,500,0.8,10000,false,false,false,false,83.58,,BENEPLACE
792521,LM,Accident & Illness,CA,94539,945,Dog,10,Golden Retriever,Monthly,Male,1000,0.7,15000,false,false,false,false,64.88,,
792575,LM,Accident & Illness,GA,30040,300,Dog,1,Golden Retriever,Monthly,Male,500,0.8,10000,true,false,false,false,43.98,,
792629,LM,Accident & Illness & Wellness,SC,29115,291,Dog,10,Airedale Terrier,Monthly,Male,500,0.8,10000,false,true,false,false,115.54,,
792630,LM,Accident & Illness & Wellness,SC,29115,291,Dog,8,Airedale Terrier,Monthly,Female,500,0.8,10000,false,true,false,false,102.49,,
792642,LM,Accident Only,MN,55433,554,Dog,1,Labrador Retriever,Monthly,Female,500,0.9,10000,false,false,false,false,19.98,,
792650,LM,Accident & Illness,PA,15650,All,Cat,3,Calico,Monthly,Female,1000,0.7,15000,true,false,false,false,14.71,,
792689,LM,Accident & Illness,MA,02125,All,Dog,1,Mixed Breed,Monthly,Female,500,0.8,10000,false,false,false,false,44.25,,PDLIBERTY
792736,LM,Accident & Illness,TX,78660,786,Dog,2,German Shepherd Dog,Monthly,0,500,0.9,10000,false,true,false,false,36.14,,Perkspot
792739,LM,Accident & Illness,TX,78660,786,Cat,7,American Short-Haired,Monthly,Female,500,0.7,10000,false,true,false,false,17.29,,Perkspot
792740,LM,Accident & Illness,TX,78660,786,Cat,4,American Short-Haired,Monthly,Male,500,0.7,10000,false,true,false,false,14.61,,Perkspot
792843,LM,Accident & Illness & Wellness,PA,18940,All,Dog,2,Bernese Mountain Dog,Monthly,Male,250,0.9,15000,false,false,false,false,119.49,,
792871,LM,Accident Only,KS,66061,All,Dog,2,Italian Greyhound,Monthly,Male,500,0.8,15000,false,false,false,false,21.68,,Fond
792986,LM,Accident Only,NH,03087,All,Dog,9,Mixed Breed,Monthly,Male,250,0.9,5000,false,true,false,false,18.34,,TICKETSATWORK
792987,LM,Accident Only,NH,03087,All,Dog,12,Rat Terrier,Monthly,Female,250,0.9,5000,false,true,false,false,18.34,,TICKETSATWORK
792988,LM,Accident & Illness,NH,03087,All,Dog,1,Labrador Mix,Monthly,Female,250,0.9,5000,false,true,false,false,44.04,,TICKETSATWORK
793001,LM,Accident & Illness,PA,19149,All,Cat,8,Domestic Medium-Hair,Monthly,Male,500,0.8,10000,true,false,false,false,30.43,,
793125,LM,Accident Only,PA,19023,All,Dog,14,Mixed Breed,Monthly,Male,250,0.8,10000,false,false,false,false,24.9,,
793171,LM,Accident Only,FL,33605,336,Dog,1,Mixed (Toy 0-10 Lbs),Monthly,Male,500,0.8,10000,false,false,false,false,59.13,,
793177,LM,Accident Only,FL,33472,334,Dog,1,Maltese,Monthly,Male,500,0.9,10000,false,false,false,false,17.1,,
793207,LM,Accident & Illness & Wellness,CO,80016,800,Dog,11,Maltese,Monthly,Male,500,0.8,10000,false,false,false,false,119.74,,
793225,LM,Accident Only,FL,33705,337,Dog,1,French Bulldog,Monthly,Male,250,0.9,10000,false,false,false,false,80.87,,
793268,LM,Accident Only,FL,32828,328,Cat,12,Mixed- Short Hair,Monthly,Female,250,0.9,15000,false,false,false,false,38.39,,FEA
793304,LM,Accident & Illness,OK,73533,All,Cat,1,Domestic Short-Haired,Monthly,Male,500,0.8,10000,false,false,false,false,26.6,,
793352,LM,Accident Only,FL,32127,321,Dog,4,Chihuahua,Monthly,Female,250,0.9,5000,false,false,false,false,56.32,,
